AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHomeCategory,Education,EducationField,EmployeeEngagementScore,EmployeeId,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceSatisfactionIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Millennials,0,Travel_Rarely,118,Sales,Medium Distance,College,Life Sciences,Better,944,Junior,Female,84,Junior Supervisor,Sales Executive,Married,4639,11262,1,No,15,Medium,1,2,4,1,2
Millennials,1,Travel_Rarely,350,Sales,Short Distance,Bachelor,Marketing,Better,945,Junior,Female,34,Staff,Sales Representative,Single,2851,9150,1,Yes,13,High,0,2,0,0,0
Millennials,0,Travel_Rarely,1112,Sales,Short Distance,Master,Life Sciences,Better,946,Junior,Female,67,Junior Supervisor,Sales Executive,Married,5476,22589,1,No,11,Medium,2,2,0,0,2
Gen X,0,Travel_Rarely,210,Sales,Long Distance,Bachelor,Marketing,Good,947,Veteran,Male,56,Junior Manager,Manager,Divorced,14118,22102,3,No,12,Medium,1,3,0,0,0
Millennials,1,Travel_Rarely,895,Sales,Short Distance,Bachelor,Technical Degree,Better,948,Senior,Male,56,Junior Supervisor,Sales Representative,Married,2086,3335,3,No,14,High,1,6,0,0,0
Gen Z,0,Travel_Frequently,381,Research & Development,Short Distance,Bachelor,Medical,Good,949,Junior,Male,89,Staff,Laboratory Technician,Single,3172,16998,2,Yes,11,Medium,0,2,0,0,0
Millennials,0,Travel_Rarely,867,Research & Development,Short Distance,Master,Life Sciences,Better,950,Junior,Male,90,Staff,Research Scientist,Married,3143,6076,6,No,19,Medium,1,1,8,7,6
Gen Z,1,Travel_Frequently,769,Sales,Short Distance,Bachelor,Marketing,Better,951,Junior,Female,54,Staff,Sales Representative,Single,2323,17205,1,Yes,14,High,0,3,2,0,2
Gen X,0,Non-Travel,390,Research & Development,Short Distance,Master,Life Sciences,Good,952,Mid-level,Male,32,Junior Supervisor,Healthcare Representative,Divorced,5660,17056,2,Yes,13,High,1,2,3,1,2
Gen Z,0,Travel_Rarely,1172,Sales,Short Distance,Bachelor,Medical,Better,953,Junior,Female,78,Staff,Sales Representative,Married,2856,3692,1,No,19,Medium,1,3,0,0,0
Millennials,0,Travel_Rarely,201,Research & Development,Short Distance,Bachelor,Medical,Good,954,Junior,Female,99,Senior Supervisor,Research Director,Married,13206,3376,3,No,12,Medium,1,3,16,1,11
Gen X,0,Travel_Rarely,1302,Research & Development,Short Distance,Bachelor,Medical,Good,955,Mid-level,Male,84,Junior Supervisor,Manufacturing Director,Divorced,5482,16321,5,No,18,High,1,3,1,1,2
Millennials,0,Travel_Rarely,922,Research & Development,Short Distance,Doctor,Medical,Better,956,Junior,Female,95,Junior Manager,Research Director,Divorced,16184,22578,4,No,19,Medium,1,2,1,0,5
Gen Z,0,Travel_Rarely,991,Sales,Short Distance,Bachelor,Medical,Good,957,Junior,Male,43,Junior Supervisor,Sales Executive,Divorced,4187,3356,1,Yes,13,Low,1,3,0,0,9
Gen Z,0,Travel_Rarely,793,Research & Development,Medium Distance,Below College,Life Sciences,Good,958,Junior,Male,33,Staff,Research Scientist,Married,2862,3811,1,No,12,Medium,1,2,0,0,8
Millennials,0,Travel_Rarely,130,Sales,Short Distance,College,Marketing,Better,959,Mid-level,Male,32,Senior Supervisor,Sales Executive,Single,7351,20619,7,No,16,High,0,2,0,0,0
Millennials,0,Travel_Frequently,766,Sales,Medium Distance,Bachelor,Life Sciences,Better,960,Junior,Male,83,Junior Supervisor,Sales Executive,Divorced,4127,19188,2,No,18,High,1,6,1,2,2
Millennials,0,Non-Travel,728,Research & Development,Short Distance,Master,Medical,Better,961,Mid-level,Female,80,Senior Supervisor,Research Director,Divorced,13603,11677,2,Yes,18,Medium,2,2,2,0,2
Millennials,0,Travel_Rarely,408,Research & Development,Medium Distance,College,Life Sciences,Better,962,Mid-level,Male,73,Staff,Research Scientist,Married,3022,10227,4,No,21,Low,0,1,0,0,0
Millennials,1,Travel_Rarely,465,Research & Development,Short Distance,College,Life Sciences,Better,963,Junior,Female,39,Staff,Laboratory Technician,Married,2707,21509,7,No,20,Low,0,3,7,1,7
Millennials,0,Travel_Rarely,524,Research & Development,Medium Distance,College,Life Sciences,Better,964,Junior,Male,32,Junior Supervisor,Manufacturing Director,Single,4534,13352,0,No,11,Low,0,6,7,1,7
Gen Z,1,Travel_Frequently,1368,Research & Development,Short Distance,Below College,Technical Degree,Good,965,Junior,Male,99,Staff,Laboratory Technician,Single,3894,9129,5,No,16,High,0,3,2,1,2
Gen Z,0,Travel_Frequently,600,Human Resources,Short Distance,Bachelor,Human Resources,Good,966,Junior,Female,66,Staff,Human Resources,Divorced,2180,9732,6,No,11,High,1,0,2,1,2
Gen Z,0,Travel_Frequently,783,Sales,Short Distance,College,Life Sciences,Good,967,Junior,Male,42,Junior Supervisor,Sales Executive,Married,6834,19255,1,Yes,12,High,1,2,7,0,7
Gen X,0,Travel_Rarely,1325,Research & Development,Medium Distance,Master,Life Sciences,Better,968,Junior,Female,82,Junior Supervisor,Laboratory Technician,Married,3149,21821,8,No,20,High,1,3,2,1,4
Millennials,0,Travel_Rarely,1492,Research & Development,Medium Distance,Master,Technical Degree,Better,969,Junior,Male,61,Senior Supervisor,Healthcare Representative,Married,10322,26542,4,No,20,High,1,6,10,11,1
Gen Z,0,Travel_Rarely,581,Research & Development,Short Distance,Bachelor,Medical,Better,970,Junior,Male,62,Staff,Research Scientist,Married,4401,17616,1,No,16,High,1,1,3,0,4
Millennials,0,Travel_Rarely,1219,Sales,Medium Distance,Bachelor,Medical,Better,971,Junior,Female,86,Junior Supervisor,Sales Executive,Married,4601,6179,1,No,16,Medium,0,3,2,1,0
Gen Y,0,Travel_Rarely,1454,Sales,Short Distance,Master,Life Sciences,Good,972,Junior,Female,65,Staff,Sales Representative,Single,3294,13137,1,Yes,18,High,0,3,2,1,2
Gen X,0,Non-Travel,142,Human Resources,Long Distance,Bachelor,Human Resources,Better,973,Senior,Female,30,Junior Manager,Manager,Single,17328,13871,2,Yes,12,High,0,3,3,4,4
Millennials,0,Travel_Rarely,1157,Sales,Short Distance,Master,Life Sciences,Better,974,Junior,Male,70,Staff,Sales Representative,Single,2644,17001,3,Yes,21,High,0,3,2,1,2
Millennials,0,Travel_Frequently,692,Research & Development,Medium Distance,Bachelor,Technical Degree,Better,975,Junior,Female,73,Junior Supervisor,Laboratory Technician,Married,6323,26849,1,No,11,Medium,1,2,9,9,4
Millennials,1,Travel_Rarely,374,Research & Development,Long Distance,Master,Life Sciences,Good,976,Junior,Male,87,Staff,Laboratory Technician,Single,2795,18016,1,Yes,24,Medium,0,2,0,0,1
Gen Z,0,Non-Travel,1496,Research & Development,Short Distance,Below College,Technical Degree,Better,977,Junior,Male,41,Junior Supervisor,Manufacturing Director,Married,4319,26283,1,No,13,Medium,1,1,7,0,9
Millennials,0,Travel_Rarely,810,Sales,Short Distance,College,Technical Degree,Better,978,Junior,Male,92,Junior Supervisor,Sales Executive,Married,6799,22128,1,No,21,Medium,2,5,8,4,8
Gen Z,0,Travel_Rarely,640,Research & Development,Short Distance,Bachelor,Technical Degree,Good,979,Junior,Male,84,Staff,Research Scientist,Single,2080,4732,2,No,11,Medium,0,2,2,1,2
Millennials,0,Travel_Rarely,1239,Human Resources,Short Distance,College,Other,Good,980,Mid-level,Male,89,Junior Supervisor,Human Resources,Divorced,4071,12832,2,No,13,Medium,0,4,0,4,7
Millennials,0,Travel_Rarely,938,Research & Development,Short Distance,Master,Medical,Better,981,Junior,Male,79,Staff,Laboratory Technician,Single,2519,12287,4,No,21,High,0,6,8,3,9
Gen Z,0,Travel_Rarely,1141,Sales,Short Distance,Bachelor,Medical,Better,982,Junior,Female,31,Staff,Sales Representative,Single,2783,13251,1,No,19,Medium,0,3,2,2,2
Millennials,0,Travel_Frequently,648,Human Resources,Medium Distance,Bachelor,Life Sciences,Better,983,Junior,Male,56,Junior Supervisor,Human Resources,Married,4490,21833,4,No,11,High,2,5,9,1,8
Gen Y,0,Travel_Rarely,823,Research & Development,Short Distance,Bachelor,Medical,Good,984,Junior,Female,81,Senior Manager,Manager,Married,19392,22539,7,No,13,Medium,0,2,12,6,14
Millennials,0,Travel_Frequently,672,Research & Development,Short Distance,College,Medical,Good,985,Junior,Male,54,Senior Manager,Manager,Married,19272,21141,1,No,15,Medium,1,2,9,13,3
Millennials,0,Non-Travel,1146,Research & Development,Medium Distance,Master,Medical,Better,986,Junior,Female,34,Junior Supervisor,Healthcare Representative,Divorced,6667,16542,5,No,18,High,1,6,1,1,2
Gen X,1,Travel_Rarely,441,Research & Development,Medium Distance,Master,Life Sciences,Better,987,Junior,Female,72,Staff,Research Scientist,Married,4963,4510,9,Yes,18,Low,3,2,4,4,3
Gen Y,0,Travel_Rarely,1117,Research & Development,Short Distance,Below College,Life Sciences,Better,988,Junior,Female,72,Staff,Research Scientist,Married,2011,19982,1,No,13,High,1,5,5,7,7
Gen Y,0,Travel_Rarely,527,Research & Development,Short Distance,College,Other,Good,989,Junior,Female,51,Senior Supervisor,Laboratory Technician,Married,7403,22477,4,No,11,Medium,1,3,9,1,7
Gen Y,1,Travel_Frequently,933,Research & Development,Medium Distance,Bachelor,Medical,Better,990,Junior,Male,57,Staff,Research Scientist,Divorced,2759,20366,6,Yes,12,High,0,2,2,2,2
Gen Z,0,Travel_Rarely,1329,Sales,Long Distance,Master,Life Sciences,Better,991,Junior,Male,61,Junior Supervisor,Sales Executive,Divorced,4115,13192,8,No,19,Medium,3,3,3,0,3
Millennials,0,Travel_Rarely,1266,Sales,Short Distance,Master,Technical Degree,Good,992,Junior,Female,63,Junior Supervisor,Sales Executive,Married,5673,6060,1,Yes,13,Medium,1,4,9,1,7
Millennials,0,Non-Travel,218,Research & Development,Short Distance,Below College,Medical,Good,993,Mid-level,Male,55,Senior Supervisor,Research Director,Divorced,13757,25178,2,No,11,High,1,5,8,4,8
Gen Z,0,Travel_Rarely,726,Research & Development,Long Distance,Below College,Life Sciences,Good,994,Junior,Male,93,Junior Supervisor,Healthcare Representative,Divorced,6384,21143,8,No,17,High,2,3,0,1,6
Gen Y,0,Non-Travel,381,Research & Development,Long Distance,Bachelor,Medical,Good,995,Junior,Male,49,Staff,Laboratory Technician,Single,3708,2104,2,No,14,Medium,0,5,2,1,4
Gen X,0,Travel_Frequently,890,Research & Development,Long Distance,Master,Medical,Better,996,Expert,Female,81,Junior Manager,Manufacturing Director,Married,13826,19028,3,No,22,High,0,3,8,0,0
Gen X,0,Travel_Rarely,971,Research & Development,Short Distance,Bachelor,Medical,Good,997,Mid-level,Female,54,Junior Manager,Research Director,Single,17328,5652,6,No,19,Very High,0,3,7,12,7
Gen Z,1,Travel_Rarely,1219,Research & Development,Short Distance,Below College,Technical Degree,Better,998,Junior,Male,32,Staff,Laboratory Technician,Married,3691,4605,1,Yes,15,High,1,3,7,5,6
Millennials,0,Non-Travel,1225,Research & Development,Short Distance,Master,Life Sciences,Better,999,Senior,Female,61,Junior Supervisor,Healthcare Representative,Divorced,5093,4761,2,No,11,Medium,1,2,0,0,0
Gen Z,0,Travel_Rarely,1302,Research & Development,Medium Distance,Bachelor,Other,Good,1000,Junior,Male,67,Staff,Laboratory Technician,Divorced,4066,16290,1,No,11,Medium,2,3,7,0,7
Gen X,0,Travel_Rarely,189,Human Resources,Long Distance,Master,Human Resources,Better,1001,Expert,Male,71,Senior Manager,Manager,Married,19636,25811,4,Yes,18,Medium,1,0,9,1,4
Gen Z,0,Travel_Rarely,657,Research & Development,Long Distance,Bachelor,Medical,Good,1002,Junior,Female,66,Junior Supervisor,Healthcare Representative,Married,4335,25549,4,No,12,Medium,1,3,7,1,1
Gen Z,0,Travel_Rarely,534,Research & Development,Medium Distance,Bachelor,Medical,Better,1003,Junior,Female,59,Staff,Laboratory Technician,Single,2871,23785,1,No,15,High,0,5,0,0,0
Millennials,0,Travel_Rarely,1495,Research & Development,Short Distance,Bachelor,Medical,Better,1004,Senior,Female,76,Junior Supervisor,Healthcare Representative,Married,9824,22174,3,No,19,High,1,4,0,0,0
Millennials,0,Travel_Rarely,586,Sales,Short Distance,Bachelor,Medical,Better,1005,Junior,Male,48,Junior Supervisor,Sales Executive,Divorced,4037,21816,1,No,22,Low,1,5,8,0,8
Gen Z,1,Travel_Frequently,599,Sales,Long Distance,Below College,Life Sciences,Good,1006,Junior,Male,73,Staff,Sales Representative,Single,1118,8040,1,Yes,14,High,0,4,0,1,0
Millennials,0,Travel_Rarely,480,Research & Development,Short Distance,College,Medical,Good,1007,Junior,Female,31,Junior Supervisor,Manufacturing Director,Married,4306,4156,1,No,12,Low,1,5,10,3,12
Millennials,0,Travel_Rarely,1242,Sales,Short Distance,Master,Life Sciences,Good,1008,Mid-level,Male,46,Junior Supervisor,Sales Executive,Married,6392,10589,2,No,13,Medium,1,6,2,2,2
Gen Z,0,Travel_Rarely,727,Sales,Short Distance,Below College,Life Sciences,Better,1009,Junior,Male,54,Staff,Sales Representative,Single,2728,21082,1,No,11,Medium,0,3,2,0,2
Gen Z,0,Travel_Rarely,1176,Sales,Short Distance,College,Medical,Good,1010,Junior,Female,62,Junior Supervisor,Sales Executive,Married,5561,3487,1,No,14,Medium,1,5,0,1,2
Gen Z,0,Travel_Frequently,1404,Sales,Medium Distance,Bachelor,Technical Degree,Better,1011,Junior,Female,84,Staff,Sales Representative,Married,2157,18203,1,No,15,High,1,5,1,0,2
Millennials,0,Travel_Frequently,888,Human Resources,Short Distance,Master,Human Resources,Better,1012,Junior,Male,71,Junior Supervisor,Human Resources,Married,6077,14814,3,No,11,High,0,2,3,1,2
Gen X,0,Travel_Frequently,928,Research & Development,Medium Distance,Master,Life Sciences,Good,1013,Senior,Female,31,Junior Supervisor,Research Scientist,Single,4869,16885,3,No,12,High,0,4,3,0,3
Gen X,0,Travel_Rarely,376,Research & Development,Medium Distance,Master,Medical,Better,1014,Junior,Female,95,Junior Supervisor,Manufacturing Director,Divorced,5485,22670,9,Yes,11,Medium,2,4,3,1,4
Millennials,1,Non-Travel,335,Research & Development,Short Distance,College,Medical,Better,1015,Junior,Male,46,Staff,Research Scientist,Single,2321,10322,0,Yes,22,Low,0,0,2,1,2
Gen X,0,Non-Travel,661,Research & Development,Short Distance,Master,Medical,Good,1016,Expert,Female,60,Junior Manager,Manufacturing Director,Married,12965,22308,4,Yes,20,Medium,3,2,2,0,2
Gen Y,0,Travel_Rarely,465,Research & Development,Short Distance,Bachelor,Technical Degree,Good,1017,Senior,Male,74,Staff,Research Scientist,Married,3420,10205,7,No,12,Medium,1,2,5,1,2
Millennials,0,Travel_Rarely,1299,Research & Development,Long Distance,Bachelor,Medical,Good,1018,Mid-level,Male,94,Junior Supervisor,Healthcare Representative,Married,5237,16577,6,No,13,Medium,2,3,7,7,7
Gen Y,0,Travel_Rarely,1283,Research & Development,Short Distance,Doctor,Medical,Better,1019,Junior,Male,90,Staff,Research Scientist,Married,2127,5561,2,Yes,12,Medium,0,5,2,0,3
Gen Z,1,Travel_Frequently,115,Sales,Medium Distance,Bachelor,Technical Degree,Good,1020,Junior,Female,51,Junior Supervisor,Sales Executive,Single,5765,17485,5,No,11,Low,0,4,3,0,0
Gen Z,1,Travel_Frequently,1306,Sales,Short Distance,Bachelor,Marketing,Better,1021,Junior,Male,69,Staff,Sales Representative,Single,1878,8059,1,Yes,14,Medium,0,3,0,0,0
Millennials,0,Travel_Rarely,1018,Research & Development,Short Distance,Master,Medical,Better,1022,Junior,Female,74,Junior Supervisor,Research Scientist,Single,5055,10557,7,No,16,Medium,0,0,7,0,7
Millennials,0,Travel_Rarely,217,Sales,Short Distance,Master,Marketing,Good,1023,Junior,Male,43,Junior Supervisor,Sales Executive,Single,5487,10410,1,No,14,Medium,0,2,4,0,9
Gen Y,0,Travel_Rarely,1396,Research & Development,Short Distance,Bachelor,Medical,Better,1024,Junior,Male,83,Senior Supervisor,Research Director,Married,13348,14842,9,No,13,Medium,1,3,7,5,7
Gen Z,0,Travel_Rarely,979,Sales,Medium Distance,College,Marketing,Good,1025,Junior,Male,94,Senior Supervisor,Sales Executive,Divorced,7140,3088,2,No,11,Low,1,2,7,1,7
Gen X,0,Travel_Frequently,1050,Research & Development,Medium Distance,Master,Medical,Better,1026,Senior,Female,87,Junior Manager,Manager,Divorced,16032,24456,3,No,20,Medium,1,2,9,1,12
Gen Y,0,Travel_Frequently,1064,Research & Development,Short Distance,Below College,Life Sciences,Better,1027,Expert,Male,42,Senior Manager,Research Director,Married,19161,13738,3,No,15,High,0,3,4,4,3
Gen Y,0,Travel_Rarely,532,Research & Development,Short Distance,College,Technical Degree,Better,1028,Junior,Male,58,Senior Manager,Manager,Married,19232,4933,1,No,11,High,0,3,17,11,15
Gen X,0,Travel_Rarely,682,Sales,Short Distance,Master,Medical,Good,1029,Junior,Male,37,Junior Manager,Sales Executive,Single,13872,24409,0,No,13,High,0,1,10,1,8
Millennials,0,Travel_Rarely,1192,Research & Development,Short Distance,College,Medical,Good,1030,Junior,Male,61,Junior Supervisor,Manufacturing Director,Divorced,6347,23177,7,No,16,High,2,2,2,0,4
Millennials,0,Travel_Frequently,945,Research & Development,Long Distance,Bachelor,Medical,Better,1031,Junior,Female,82,Senior Supervisor,Manufacturing Director,Single,10880,5083,1,Yes,13,Medium,0,2,6,2,8
Gen Z,0,Travel_Rarely,474,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1032,Junior,Female,89,Staff,Research Scientist,Married,2061,11133,1,No,21,Medium,0,5,0,0,0
Gen Z,0,Travel_Frequently,897,Human Resources,Short Distance,Bachelor,Medical,Better,1033,Junior,Male,59,Staff,Human Resources,Married,2145,2097,0,No,14,High,1,2,2,2,1
Millennials,0,Travel_Rarely,1239,Sales,Medium Distance,Master,Medical,Good,1034,Junior,Male,39,Senior Supervisor,Sales Executive,Divorced,8628,22914,1,No,18,High,1,2,7,1,1
Millennials,0,Travel_Rarely,691,Sales,Short Distance,Bachelor,Marketing,Better,1035,Mid-level,Male,73,Junior Supervisor,Sales Executive,Divorced,7547,7143,4,No,12,Very High,3,3,7,1,7
Gen Y,0,Travel_Rarely,1268,Sales,Short Distance,College,Life Sciences,Better,1036,Junior,Female,30,Junior Supervisor,Sales Executive,Divorced,5006,6319,4,Yes,11,Low,1,3,4,0,3
Gen Z,0,Travel_Rarely,1355,Human Resources,Long Distance,Below College,Life Sciences,Better,1037,Junior,Female,61,Staff,Human Resources,Married,2942,8916,1,No,23,High,1,3,7,5,7
Gen Z,1,Travel_Rarely,1434,Research & Development,Short Distance,Master,Technical Degree,Good,1038,Junior,Male,50,Staff,Laboratory Technician,Single,3441,11179,1,Yes,13,High,0,3,2,2,2
Millennials,0,Travel_Rarely,195,Sales,Short Distance,Bachelor,Medical,Better,1039,Junior,Female,80,Junior Supervisor,Sales Executive,Single,4859,6698,1,No,16,Medium,0,3,4,0,3
Gen Z,0,Non-Travel,1400,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1040,Junior,Male,53,Staff,Laboratory Technician,Married,2097,16734,4,No,15,High,1,3,3,1,4
Millennials,0,Travel_Frequently,1003,Research & Development,Short Distance,College,Life Sciences,Good,1041,Junior,Male,95,Junior Supervisor,Manufacturing Director,Single,4033,15834,2,No,11,High,0,3,2,0,2
Millennials,0,Travel_Rarely,1137,Research & Development,Short Distance,Master,Life Sciences,Better,1042,Junior,Male,98,Junior Manager,Manager,Divorced,16823,18991,2,No,11,Low,1,3,7,11,16
Gen Z,0,Travel_Rarely,1354,Research & Development,Short Distance,Master,Technical Degree,Good,1043,Junior,Male,41,Staff,Research Scientist,Married,2226,6073,1,No,11,Medium,1,3,3,1,2
Millennials,0,Travel_Rarely,613,Research & Development,Short Distance,Below College,Medical,Good,1044,Junior,Male,42,Senior Supervisor,Healthcare Representative,Married,9991,21457,4,No,15,Medium,1,5,7,1,7
Gen Y,0,Travel_Rarely,415,Sales,Long Distance,Bachelor,Medical,Good,1045,Senior,Male,79,Senior Supervisor,Sales Executive,Divorced,10798,5268,5,No,13,High,1,5,0,0,0
Millennials,0,Travel_Rarely,755,Research & Development,Short Distance,Master,Life Sciences,Good,1046,Mid-level,Male,97,Junior Supervisor,Healthcare Representative,Single,6540,19394,9,No,19,Medium,0,5,1,0,0
